window,connection_count,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,unique_dst_ports,failed_connection_ratio,mean_interarrival,std_interarrival,interarrival_cv,rst_ratio,run_id,label
1788946665,2,0.016719,166.0,5958.0,11,4,630,6000,0,1,0.0,0.4041411876678467,0.0,0.0,0.0,benign_mixed,BENIGN
1788946666,3,0.0188993333333333,249.0,8937.0,16,6,925,9000,0,1,0.0,0.2712664604187011,0.0083625316619873,0.0308277390764774,0.0,benign_mixed,BENIGN
1788946667,3,0.0106646666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3805364370346069,0.114700436592102,0.3014177498636508,0.0,benign_mixed,BENIGN
1788946668,2,0.0038469999999999,166.0,5958.0,10,4,590,6000,0,1,0.0,0.4911270141601562,0.0,0.0,0.0,benign_mixed,BENIGN
1788946669,5,0.0105978,415.0,14895.0,26,10,1515,15000,0,1,0.0,0.1991432905197143,0.0531514669646532,0.2669006162645054,0.0,benign_mixed,BENIGN
1788946670,4,0.00995775,332.0,11916.0,22,8,1260,12000,0,1,0.0,0.2999506791432698,0.0592042196663529,0.1973798486986401,0.0,benign_mixed,BENIGN
1788946671,2,0.0431025,166.0,5958.0,11,4,630,6000,0,1,0.0,0.4724390506744385,0.0,0.0,0.0,benign_mixed,BENIGN
1788946672,2,0.003357,166.0,5958.0,10,4,590,6000,0,1,0.0,0.516599178314209,0.0,0.0,0.0,benign_mixed,BENIGN
1788946673,3,0.0127646666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3880394697189331,0.0258585214614868,0.0666388949562703,0.0,benign_mixed,BENIGN
1788946674,4,0.0102917499999999,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.2760376930236816,0.1162200472427048,0.421029628126671,0.0,benign_mixed,BENIGN
1788946675,3,0.0096823333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3380659818649292,0.1263619661331176,0.3737790044299822,0.0,benign_mixed,BENIGN
1788946676,2,0.01418,166.0,5958.0,10,4,590,6000,0,1,0.0,0.4946191310882568,0.0,0.0,0.0,benign_mixed,BENIGN
1788946677,4,0.021705,332.0,11916.0,20,8,1180,12000,0,1,0.0,0.2494796911875406,0.1253647745085882,0.5025049290058168,0.0,benign_mixed,BENIGN
1788946678,4,0.027021,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.2764846483866374,0.0835346229524971,0.3021311434104724,0.0,benign_mixed,BENIGN
1788946679,4,0.0193592499999999,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.2766076723734538,0.0531072371000479,0.1919948085472726,0.0,benign_mixed,BENIGN
1788946680,3,0.0071323333333333,249.0,8937.0,16,6,925,9000,0,1,0.0,0.2816749811172485,0.0114630460739135,0.0406960037005985,0.0,benign_mixed,BENIGN
1788946681,3,0.0099343333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3846534490585327,0.0624634027481079,0.1623887759254249,0.0,benign_mixed,BENIGN
1788946682,2,0.0085475,166.0,5958.0,10,4,590,6000,0,1,0.0,0.3899121284484863,0.0,0.0,0.0,benign_mixed,BENIGN
1788946683,3,0.0040476666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3125025033950805,0.1265014410018921,0.404801368397241,0.0,benign_mixed,BENIGN
1788946684,3,0.017253,249.0,8937.0,15,6,885,9000,0,1,0.0,0.2639214992523193,0.0925436019897461,0.3506482126386784,0.0,benign_mixed,BENIGN
1788946685,3,0.022264,249.0,8937.0,17,6,965,9000,0,1,0.0,0.2545344829559326,0.0835604667663574,0.3282874123614292,0.0,benign_mixed,BENIGN
1788946686,3,0.00578,249.0,8937.0,16,6,925,9000,0,1,0.0,0.2665859460830688,0.153931975364685,0.5774196938225673,0.0,benign_mixed,BENIGN
1788946687,3,0.0209406666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3691229820251465,0.0333309173583984,0.0902975945185872,0.0,benign_mixed,BENIGN
1788946688,4,0.01215025,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.2910583019256592,0.1105517254009199,0.3798267380435574,0.0,benign_mixed,BENIGN
1788946689,3,0.0217603333333333,249.0,8937.0,16,6,925,9000,0,1,0.0,0.1880985498428344,0.0072735548019409,0.0386688510252648,0.0,benign_mixed,BENIGN
1788946690,3,0.001345,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3046700954437256,0.0929429531097412,0.3050609643010019,0.0,benign_mixed,BENIGN
1788946691,3,0.0016519999999999,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3418270349502563,0.0333191156387329,0.0974736115988649,0.0,benign_mixed,BENIGN
